vehicle_type,driver_age,driving_experience_yrs,gender,license_valid,helmet_or_seatbelt,alcohol_detected,mobile_phone_use,fatigue_score,vehicle_age_years,last_service_months,past_accident_count
Car/SUV,25,7,Female,0,1,0,1,0.197,18,16,0
Bus,37,5,Male,1,0,0,1,0.354,1,16,0
Two-Wheeler,60,25,Male,1,1,0,0,0.112,23,15,3
Tempo,52,34,Male,1,1,0,0,0.318,9,30,1
E-Rickshaw,30,9,Male,1,0,0,0,0.252,7,24,0
Truck/HCV,22,4,Male,1,1,0,0,0.407,19,28,0
Two-Wheeler,64,1,Female,1,0,1,1,0.543,22,29,0
E-Rickshaw,38,9,Male,0,1,0,0,0.225,19,30,1
Car/SUV,53,13,Female,1,0,1,0,0.404,21,16,3
Car/SUV,27,9,Male,1,1,0,0,0.27,6,10,0
E-Rickshaw,36,18,Male,0,0,0,0,0.457,13,10,0
Car/SUV,63,27,Male,1,1,0,0,0.386,11,17,1
Tractor,28,10,Male,1,1,1,1,0.303,23,18,2
Bus,50,10,Male,1,1,0,0,0.407,9,7,1
Car/SUV,46,7,Male,1,0,0,0,0.235,9,0,1
Auto-Rickshaw,22,4,Female,0,1,0,0,0.075,5,25,0
Two-Wheeler,37,2,Male,1,1,0,0,0.344,16,2,0
Bus,26,8,Male,1,0,0,0,0.199,9,26,0
Bus,28,4,Female,1,1,0,0,0.55,13,15,3
Auto-Rickshaw,19,1,Female,1,0,0,0,0.462,24,25,0
Bus,32,2,Male,1,1,0,1,0.479,12,30,0
Auto-Rickshaw,23,5,Male,0,1,0,1,0.134,21,29,0
Truck/HCV,42,24,Female,0,0,0,0,0.076,3,36,2
Tractor,34,16,Male,1,0,0,0,0.083,6,6,1
Bus,29,11,Male,1,1,0,1,0.218,25,4,0
Auto-Rickshaw,30,12,Male,0,1,0,0,0.275,21,21,0
Tempo,32,10,Male,1,1,0,0,0.212,23,32,0
Truck/HCV,47,19,Male,1,0,0,0,0.326,25,15,0
Tempo,47,16,Male,1,0,0,0,0.314,4,29,0
Auto-Rickshaw,19,1,Male,1,0,0,0,0.22,9,21,0
Tempo,58,22,Male,1,0,0,0,0.326,9,23,0
Car/SUV,29,11,Male,0,1,1,1,0.131,18,8,0
Tractor,31,3,Male,1,0,0,1,0.215,13,26,0
Car/SUV,18,0,Male,1,0,1,0,0.059,8,27,3
E-Rickshaw,24,5,Male,1,1,0,0,0.341,13,25,0
Two-Wheeler,35,17,Male,0,0,0,1,0.019,25,8,0
E-Rickshaw,47,0,Male,0,0,0,1,0.1,21,22,1
Tractor,27,9,Male,1,0,0,0,0.492,10,30,0
E-Rickshaw,33,15,Male,1,0,0,0,0.345,20,36,3
Auto-Rickshaw,36,18,Male,1,1,1,1,0.082,21,18,3
Tractor,57,10,Female,0,0,0,0,0.684,0,4,1
Car/SUV,54,18,Male,1,1,0,0,0.259,14,2,1
Car/SUV,35,4,Male,1,1,0,1,0.209,22,11,1
E-Rickshaw,42,24,Male,1,1,0,1,0.494,25,8,3
Bus,41,23,Male,1,1,0,0,0.3,5,33,1
Car/SUV,25,2,Male,1,1,0,0,0.221,23,3,1
Auto-Rickshaw,41,9,Female,1,0,0,0,0.216,6,9,0
Tempo,55,12,Female,0,1,0,0,0.33,17,3,0
Tempo,47,8,Male,0,1,0,0,0.481,2,34,0
Tractor,61,25,Male,1,1,0,0,0.338,2,19,3
E-Rickshaw,34,16,Male,0,0,0,1,0.521,11,6,0
Tempo,42,18,Male,1,1,1,1,0.312,3,10,1
Two-Wheeler,63,15,Male,1,1,0,0,0.546,25,14,0
Truck/HCV,58,1,Female,1,0,0,1,0.096,12,18,0
Bus,20,2,Female,1,0,0,0,0.397,22,30,0
Bus,45,18,Male,1,0,0,0,0.299,18,14,2
Truck/HCV,37,11,Male,1,1,0,1,0.136,17,27,0
E-Rickshaw,50,29,Male,0,0,0,1,0.117,20,3,1
Tempo,49,1,Male,1,0,1,0,0.284,23,17,0
Two-Wheeler,43,11,Male,1,1,0,0,0.454,21,19,2
Tempo,33,15,Female,1,0,0,0,0.184,10,11,0
Bus,18,0,Male,1,1,0,0,0.331,20,3,0
Bus,45,2,Male,0,0,0,0,0.199,18,3,0
Tractor,39,6,Male,1,1,0,0,0.085,11,28,0
Truck/HCV,18,0,Male,1,0,0,0,0.184,25,29,0
Auto-Rickshaw,20,2,Male,1,1,0,0,0.604,9,19,0
Bus,30,12,Male,0,0,0,0,0.389,4,8,2
E-Rickshaw,56,16,Female,0,0,0,0,0.156,8,28,0
Tractor,35,9,Male,0,0,0,0,0.572,16,8,1
Two-Wheeler,25,7,Male,1,1,0,0,0.501,17,29,0
Tempo,52,19,Male,0,0,0,0,0.14,9,14,0
Car/SUV,62,27,Female,1,1,0,0,0.255,5,34,0
Auto-Rickshaw,45,27,Male,0,0,0,1,0.288,16,22,0
Tractor,28,1,Male,1,0,0,0,0.572,1,16,0
Bus,47,13,Male,1,0,0,0,0.159,17,35,0
Bus,37,19,Male,1,0,0,0,0.445,15,14,0
Truck/HCV,25,7,Male,0,1,1,0,0.229,2,4,1
E-Rickshaw,32,4,Male,0,0,0,0,0.075,13,35,3
Bus,51,5,Female,1,0,0,1,0.462,8,31,0
Two-Wheeler,45,16,Female,1,1,0,0,0.275,13,0,1
Bus,32,14,Female,1,0,1,0,0.692,12,36,0
Auto-Rickshaw,36,11,Female,1,1,0,0,0.165,18,1,2
Tempo,29,9,Male,1,0,0,1,0.179,16,14,1
Truck/HCV,33,15,Male,0,1,0,0,0.221,4,30,0
E-Rickshaw,51,33,Male,1,0,0,0,0.17,22,9,0
Tempo,55,19,Male,1,0,1,0,0.116,11,35,0
Tempo,23,5,Male,1,1,0,0,0.222,24,9,0
Truck/HCV,38,11,Male,0,0,0,1,0.052,14,20,0
Truck/HCV,59,31,Male,1,1,0,0,0.274,7,29,0
Bus,22,4,Female,1,1,1,0,0.581,24,30,0
Bus,21,3,Male,0,0,0,1,0.116,22,10,0
Two-Wheeler,55,12,Female,1,1,0,0,0.15,9,16,2
Car/SUV,62,5,Male,1,0,0,0,0.384,1,4,0
Two-Wheeler,34,5,Male,1,0,0,1,0.31,2,3,0
E-Rickshaw,53,13,Male,1,1,0,1,0.213,8,14,0
Tractor,53,8,Male,1,0,0,0,0.119,9,8,0
E-Rickshaw,20,2,Male,1,1,0,1,0.23,18,25,2
Car/SUV,24,6,Male,1,0,1,0,0.813,9,11,1
Bus,42,7,Male,1,1,0,1,0.304,10,31,0
Tempo,34,12,Female,1,0,0,1,0.394,15,19,1
Tempo,48,3,Male,0,1,0,0,0.234,3,11,1
Car/SUV,36,18,Male,0,0,0,0,0.225,7,29,0
E-Rickshaw,42,23,Female,1,0,0,0,0.524,24,14,1
Car/SUV,45,2,Female,1,1,0,0,0.265,16,22,0
Tractor,32,7,Male,1,0,0,0,0.266,21,20,1
Two-Wheeler,65,16,Male,1,1,0,0,0.102,13,19,0
Tempo,61,16,Male,0,1,0,0,0.256,16,4,0
Car/SUV,32,14,Male,1,0,0,0,0.152,2,33,3
E-Rickshaw,46,11,Male,1,1,0,1,0.378,8,6,1
E-Rickshaw,19,1,Male,1,0,0,0,0.309,3,14,0
Auto-Rickshaw,48,30,Female,1,0,0,0,0.343,3,36,1
Tempo,24,6,Male,0,1,0,0,0.13,10,7,0
Truck/HCV,18,0,Male,1,1,0,0,0.207,7,25,0
Car/SUV,26,8,Female,1,1,0,0,0.358,9,6,1
Car/SUV,43,25,Male,1,1,0,0,0.29,13,5,0
E-Rickshaw,20,2,Male,0,0,0,0,0.211,2,33,0
Tractor,48,27,Male,1,0,0,1,0.045,13,12,1
Two-Wheeler,38,20,Male,1,1,0,0,0.086,16,23,1
Truck/HCV,25,7,Male,1,1,0,0,0.269,25,11,0
Two-Wheeler,44,26,Male,1,1,0,1,0.23,13,16,0
Tractor,53,31,Other,1,0,0,0,0.096,0,2,1
Bus,32,14,Male,1,0,0,0,0.133,4,18,1
Bus,33,3,Male,1,1,0,0,0.213,12,10,1
E-Rickshaw,50,9,Male,0,0,1,0,0.086,0,17,0
Tractor,64,24,Female,1,0,0,0,0.082,11,34,0
Two-Wheeler,59,4,Female,1,1,0,1,0.342,25,12,0
Two-Wheeler,35,12,Male,0,0,0,0,0.342,6,30,0
Tractor,65,30,Male,0,1,0,1,0.388,1,34,0
Bus,61,19,Male,1,1,1,0,0.207,10,35,1
Two-Wheeler,22,1,Male,1,1,0,1,0.16,5,5,2
Bus,40,17,Male,0,0,0,1,0.118,24,31,0
Tractor,51,12,Female,1,1,0,1,0.094,13,12,1
Tractor,57,23,Male,0,1,1,0,0.373,13,15,0
Tractor,33,14,Male,1,1,0,1,0.475,19,3,1
Car/SUV,50,1,Female,1,0,0,0,0.427,18,19,0
Two-Wheeler,31,13,Male,1,1,0,1,0.035,4,14,0
Tempo,26,8,Male,0,1,0,1,0.174,21,32,0
Car/SUV,24,6,Male,1,1,0,0,0.291,4,17,0
Truck/HCV,37,19,Male,1,0,1,1,0.367,6,10,0
Car/SUV,58,35,Female,1,0,0,0,0.471,0,9,0
Bus,50,18,Male,1,1,0,0,0.218,20,30,0
Two-Wheeler,40,22,Male,1,1,0,0,0.362,6,2,0
Auto-Rickshaw,32,11,Female,0,1,0,0,0.1,12,33,1
Truck/HCV,54,25,Male,1,0,0,0,0.193,5,11,2
Two-Wheeler,28,5,Male,1,0,0,0,0.185,18,3,0
Tractor,51,15,Male,1,1,0,0,0.398,17,32,0
Car/SUV,41,8,Male,1,1,0,1,0.79,2,12,1
Two-Wheeler,27,4,Male,1,1,0,1,0.364,12,7,1
Truck/HCV,63,8,Male,1,0,0,1,0.505,6,8,0
Auto-Rickshaw,29,11,Female,0,0,0,0,0.247,1,22,0
E-Rickshaw,51,5,Male,1,0,0,0,0.265,24,25,1
Auto-Rickshaw,21,3,Male,0,1,0,1,0.068,6,8,0
Tempo,41,16,Female,0,1,0,0,0.082,20,23,0
Bus,40,18,Male,0,0,0,0,0.382,21,17,0
Auto-Rickshaw,38,16,Male,1,0,0,0,0.275,7,30,0
Car/SUV,33,15,Female,0,0,0,0,0.212,16,15,0
Car/SUV,38,8,Male,1,1,0,0,0.333,21,4,0
Bus,64,18,Male,1,0,1,0,0.458,0,15,0
Tempo,65,21,Male,0,1,0,1,0.295,10,7,2
Auto-Rickshaw,46,28,Male,1,0,0,0,0.125,15,9,0
Tempo,22,4,Female,0,0,0,0,0.36,17,35,3
E-Rickshaw,55,0,Male,1,1,0,0,0.237,23,29,0
Car/SUV,19,1,Male,1,1,0,0,0.211,4,11,2
E-Rickshaw,51,17,Male,1,1,0,0,0.1,11,2,0
Bus,28,10,Other,1,1,0,0,0.129,15,5,0
E-Rickshaw,28,2,Male,1,0,0,1,0.458,2,15,0
Bus,56,17,Male,0,0,0,0,0.15,5,29,0
Two-Wheeler,35,17,Female,0,1,0,0,0.12,20,20,0
Two-Wheeler,35,9,Male,0,0,0,0,0.358,22,26,1
Tempo,25,7,Male,1,0,0,0,0.176,22,12,2
Truck/HCV,23,1,Male,0,1,0,0,0.059,23,36,0
Auto-Rickshaw,59,29,Male,1,0,1,0,0.272,1,7,0
Tempo,56,17,Male,1,0,1,1,0.389,22,18,1
Truck/HCV,29,9,Male,1,0,0,0,0.181,3,23,2
Bus,42,0,Male,1,1,0,0,0.272,6,15,0
Car/SUV,34,12,Male,1,1,0,1,0.368,9,32,0
Truck/HCV,28,10,Female,1,0,0,0,0.291,22,31,1
Tempo,54,13,Male,0,0,0,0,0.256,18,16,0
Bus,47,23,Male,1,0,0,0,0.379,10,24,1
Tempo,44,7,Male,1,1,0,0,0.077,24,33,0
Tempo,63,8,Female,1,0,1,1,0.45,19,22,3
Two-Wheeler,21,3,Male,1,0,0,0,0.177,21,13,0
Auto-Rickshaw,39,8,Male,1,1,0,1,0.33,16,2,0
Truck/HCV,42,15,Male,0,0,0,0,0.245,21,23,0
Auto-Rickshaw,47,22,Male,0,1,0,0,0.326,13,34,3
Auto-Rickshaw,48,28,Female,0,0,1,0,0.243,21,19,0
E-Rickshaw,50,29,Female,1,1,0,0,0.419,12,17,2
E-Rickshaw,23,5,Female,1,0,0,0,0.219,4,0,0
Car/SUV,53,5,Male,1,1,0,0,0.265,20,0,0
Auto-Rickshaw,64,15,Male,1,0,0,1,0.27,23,9,0
Auto-Rickshaw,37,19,Male,1,1,1,0,0.456,4,12,1
E-Rickshaw,62,0,Male,0,0,0,0,0.121,1,17,0
Truck/HCV,45,15,Male,1,1,1,1,0.139,23,30,0
Tractor,27,9,Male,1,0,0,1,0.775,3,5,0
Car/SUV,42,24,Female,1,0,0,0,0.351,25,0,0
Bus,28,1,Female,1,1,0,1,0.643,8,20,2
Tempo,37,19,Female,1,1,0,0,0.38,13,10,0
Bus,21,3,Male,1,1,0,0,0.338,10,12,1
Truck/HCV,57,6,Male,0,1,0,0,0.158,1,31,0
Two-Wheeler,35,16,Male,1,1,0,0,0.114,14,9,3
Tractor,62,7,Male,1,0,0,1,0.244,4,16,2
Car/SUV,37,2,Female,1,1,0,0,0.279,14,9,0
Auto-Rickshaw,27,9,Female,0,0,0,0,0.32,12,25,0
Tractor,34,16,Male,1,1,0,0,0.095,11,29,3
Two-Wheeler,38,10,Male,1,0,1,0,0.389,4,16,1
E-Rickshaw,65,0,Male,0,1,0,1,0.379,5,14,0
Two-Wheeler,18,0,Male,1,0,1,0,0.629,8,27,1
Tempo,55,33,Female,1,0,0,1,0.644,4,25,2
Tempo,48,30,Male,1,1,0,1,0.193,22,7,0
E-Rickshaw,36,7,Male,1,1,0,0,0.428,5,24,1
Auto-Rickshaw,49,2,Male,1,1,0,1,0.154,21,5,0
Car/SUV,59,33,Female,1,1,0,1,0.097,6,3,0
Two-Wheeler,23,5,Male,1,0,0,1,0.11,18,29,0
Car/SUV,31,0,Male,1,1,0,0,0.08,5,18,2
Tractor,21,3,Female,0,1,0,1,0.283,11,25,0
Two-Wheeler,47,5,Female,0,1,0,0,0.5,8,9,0
Auto-Rickshaw,46,27,Male,1,1,0,1,0.322,25,30,0
Tempo,57,7,Male,0,0,0,0,0.184,8,32,0
Car/SUV,29,9,Male,1,0,0,0,0.245,19,0,0
E-Rickshaw,47,9,Male,1,1,0,0,0.365,7,17,0
Two-Wheeler,51,33,Male,1,1,0,1,0.254,25,21,2
Car/SUV,29,7,Male,1,1,0,0,0.175,4,26,1
Tractor,34,16,Male,1,0,0,0,0.292,4,23,0
Car/SUV,25,7,Female,1,0,0,0,0.246,6,11,0
Bus,65,4,Male,0,0,0,0,0.66,10,23,0
Tempo,55,4,Male,1,0,0,0,0.473,13,8,0
Two-Wheeler,46,19,Male,1,0,0,1,0.238,11,23,1
Auto-Rickshaw,59,23,Male,1,1,1,1,0.143,14,14,2
Bus,32,14,Male,1,1,0,1,0.418,10,4,1
Car/SUV,20,2,Male,1,0,0,0,0.429,7,23,0
E-Rickshaw,53,0,Male,0,1,0,0,0.047,3,30,2
Tractor,30,3,Male,1,0,0,0,0.166,18,26,0
Truck/HCV,28,10,Male,1,1,0,1,0.215,10,19,0
Auto-Rickshaw,56,31,Male,1,1,0,0,0.371,9,36,0
Tractor,54,3,Male,0,1,0,0,0.271,6,11,2
Car/SUV,34,16,Male,0,0,0,0,0.013,12,21,0
Truck/HCV,46,1,Male,1,1,0,0,0.195,4,12,0
Truck/HCV,28,10,Male,0,0,0,0,0.125,15,21,0
Tractor,31,13,Male,1,1,0,0,0.437,23,1,2
Bus,62,3,Male,1,1,0,0,0.665,16,20,0
Bus,45,19,Male,0,1,1,0,0.279,7,31,1
Two-Wheeler,47,6,Female,1,1,0,0,0.205,18,35,0
Tractor,33,12,Male,0,1,0,0,0.224,18,15,0
E-Rickshaw,30,7,Male,0,0,0,1,0.129,8,7,1
Truck/HCV,39,5,Male,1,1,0,0,0.421,15,26,0
Car/SUV,50,32,Male,0,1,0,1,0.526,16,19,0
Auto-Rickshaw,25,7,Female,1,0,0,0,0.411,23,31,0
Bus,26,8,Male,0,0,0,0,0.125,5,30,1
E-Rickshaw,21,3,Male,1,1,0,0,0.476,6,24,1
Two-Wheeler,45,21,Male,0,0,0,0,0.557,14,10,2
Two-Wheeler,46,28,Male,0,0,0,0,0.136,21,1,1
Tempo,61,19,Male,1,1,1,1,0.156,5,6,0
Bus,39,12,Male,1,0,0,1,0.093,6,25,3
Two-Wheeler,54,6,Male,1,1,1,1,0.412,21,6,0
E-Rickshaw,50,27,Female,0,0,0,1,0.411,25,36,1
Truck/HCV,61,9,Female,1,1,0,0,0.181,1,22,0
Two-Wheeler,48,2,Male,1,0,0,0,0.313,22,29,0
Auto-Rickshaw,18,0,Male,1,0,0,1,0.372,8,1,0
Two-Wheeler,30,12,Male,0,1,0,1,0.17,25,5,0
Tempo,43,10,Male,1,0,0,0,0.3,24,1,1
Bus,20,2,Female,1,0,0,0,0.186,23,14,0
E-Rickshaw,28,10,Male,0,1,0,1,0.233,23,17,0
Car/SUV,47,6,Male,0,1,0,0,0.3,16,29,0
Tractor,55,5,Male,1,0,0,0,0.206,24,24,0
Two-Wheeler,23,5,Male,1,1,0,0,0.371,3,13,0
Bus,58,5,Male,1,0,0,0,0.319,5,18,0
Auto-Rickshaw,28,10,Male,1,1,0,0,0.286,22,25,0
Bus,52,31,Male,0,0,0,1,0.067,23,31,0
Two-Wheeler,23,5,Male,1,1,0,1,0.236,12,16,1
Truck/HCV,28,10,Male,1,0,1,1,0.161,5,8,1
Tractor,65,2,Male,0,0,0,1,0.565,14,2,0
Two-Wheeler,39,16,Male,1,0,0,0,0.691,11,6,1
Truck/HCV,60,29,Female,1,1,0,0,0.388,7,14,0
Two-Wheeler,57,3,Male,1,0,0,1,0.099,22,9,0
Tractor,32,3,Male,1,0,0,0,0.203,10,13,3
Auto-Rickshaw,49,24,Female,0,0,0,0,0.439,12,8,0
Car/SUV,59,22,Male,1,1,0,1,0.277,22,34,0
Car/SUV,54,7,Male,0,0,1,1,0.259,13,35,0
Auto-Rickshaw,35,17,Male,1,1,0,0,0.191,21,11,0
Bus,62,32,Male,1,1,0,0,0.195,20,25,1
Car/SUV,51,4,Female,1,1,0,1,0.095,4,30,1
Tractor,20,2,Male,1,1,0,0,0.336,21,13,0
Auto-Rickshaw,63,12,Male,1,0,0,1,0.39,2,36,1
Two-Wheeler,22,4,Male,1,0,0,0,0.27,8,1,2
Auto-Rickshaw,45,9,Male,1,0,0,1,0.17,13,24,1
Car/SUV,46,6,Female,1,0,0,0,0.237,21,22,0
Car/SUV,41,23,Male,0,1,0,0,0.475,25,9,1
Car/SUV,18,0,Male,1,1,0,1,0.372,7,24,0
Bus,45,27,Male,1,1,0,0,0.398,3,35,0
Two-Wheeler,61,17,Female,0,1,0,0,0.436,25,0,0
Truck/HCV,47,14,Other,1,0,0,1,0.29,6,28,0
E-Rickshaw,62,26,Male,1,0,0,0,0.479,1,36,0
Bus,36,3,Male,0,1,0,0,0.102,16,27,0
E-Rickshaw,53,16,Female,1,0,0,0,0.734,18,7,1
Auto-Rickshaw,37,19,Male,1,0,0,0,0.135,15,25,0
E-Rickshaw,57,18,Male,1,0,0,1,0.363,13,35,0
Two-Wheeler,43,23,Male,0,0,0,0,0.088,13,28,0
Truck/HCV,42,0,Male,0,1,1,1,0.112,2,23,3
Two-Wheeler,33,15,Male,1,0,1,0,0.253,0,13,1
Two-Wheeler,27,9,Male,1,0,0,0,0.655,22,35,0
Tempo,25,7,Female,1,0,0,0,0.457,10,28,1
Car/SUV,43,1,Male,1,1,0,0,0.29,14,6,0
Two-Wheeler,63,3,Male,1,0,0,0,0.311,20,0,1
Auto-Rickshaw,26,8,Male,0,1,0,1,0.415,2,10,0
Truck/HCV,55,25,Female,1,1,0,0,0.155,0,12,0
Truck/HCV,30,12,Female,0,1,0,1,0.252,22,9,1
Tempo,64,12,Male,1,0,0,0,0.045,9,12,0
Tractor,32,10,Male,0,0,0,1,0.232,3,3,1
Truck/HCV,38,20,Male,1,1,0,1,0.342,12,21,0
Car/SUV,63,10,Male,1,0,0,1,0.34,6,5,1
Tempo,52,19,Male,0,1,0,1,0.165,2,33,1
E-Rickshaw,46,1,Male,0,0,0,0,0.101,0,35,1
Auto-Rickshaw,43,25,Male,1,0,0,0,0.181,2,18,0
Two-Wheeler,57,26,Male,1,1,0,1,0.334,8,19,0
Bus,25,7,Female,1,0,0,0,0.456,21,22,0
Car/SUV,55,28,Male,1,1,0,1,0.209,17,2,0
E-Rickshaw,47,24,Male,1,1,1,0,0.096,25,25,0
Auto-Rickshaw,21,3,Female,1,1,0,0,0.265,4,27,0
E-Rickshaw,57,35,Female,1,0,0,0,0.238,4,21,3
Car/SUV,38,18,Male,1,0,0,1,0.628,19,11,0
Tractor,48,30,Male,0,0,0,0,0.264,9,7,0
Tractor,60,34,Male,1,0,0,0,0.226,5,18,0
Bus,37,5,Female,0,1,1,0,0.292,14,29,0
E-Rickshaw,42,18,Male,1,1,1,0,0.246,5,0,0
Tempo,20,2,Other,0,0,0,0,0.526,25,34,0
Two-Wheeler,33,13,Male,0,1,0,0,0.383,15,23,2
Two-Wheeler,44,0,Male,1,1,0,0,0.136,15,13,1
E-Rickshaw,32,2,Male,1,1,0,1,0.461,8,11,0
Car/SUV,64,0,Male,1,1,0,1,0.489,25,11,0
E-Rickshaw,18,0,Male,0,0,1,1,0.437,11,13,1
Tempo,29,11,Female,1,1,0,0,0.213,7,17,0
Auto-Rickshaw,58,30,Male,1,1,0,0,0.055,14,0,1
Tempo,55,3,Male,1,1,0,0,0.462,3,26,0
E-Rickshaw,65,32,Female,1,0,0,0,0.342,13,6,0
E-Rickshaw,59,3,Other,1,1,0,0,0.318,6,20,1
Tractor,49,20,Male,1,1,0,0,0.544,19,1,0
E-Rickshaw,40,4,Male,1,1,0,1,0.156,5,25,3
Tractor,36,18,Male,1,1,0,0,0.339,23,9,0
E-Rickshaw,55,15,Male,1,1,0,0,0.207,18,6,0
Car/SUV,39,21,Male,1,1,0,1,0.315,3,34,0
Auto-Rickshaw,30,12,Female,1,0,0,1,0.353,12,34,0
Bus,27,9,Male,1,1,1,1,0.492,25,32,0
Car/SUV,36,16,Male,1,1,0,0,0.362,25,7,1
E-Rickshaw,27,4,Male,1,0,0,0,0.215,18,8,0
Two-Wheeler,61,11,Male,1,0,1,1,0.699,1,21,0
Car/SUV,27,9,Male,1,1,0,0,0.051,16,17,0
Auto-Rickshaw,51,33,Male,0,0,0,0,0.339,2,13,0
Tractor,50,8,Male,0,1,0,0,0.03,8,33,0
Car/SUV,59,24,Male,0,0,0,0,0.289,21,29,0
Auto-Rickshaw,65,28,Male,1,1,0,1,0.269,14,28,1
E-Rickshaw,40,9,Male,1,0,0,0,0.449,17,24,0
Car/SUV,36,15,Male,1,1,0,0,0.192,18,27,0
Bus,60,20,Male,1,0,0,0,0.227,12,10,2
Bus,41,16,Male,1,1,0,0,0.425,19,20,0
Two-Wheeler,26,8,Male,1,1,0,0,0.012,13,14,2
Car/SUV,64,7,Female,1,1,0,1,0.334,14,16,3
Tempo,46,28,Male,1,1,0,1,0.242,19,27,0
Tempo,54,0,Male,1,1,0,1,0.224,21,8,1
E-Rickshaw,34,10,Female,1,1,0,0,0.087,9,28,0
Two-Wheeler,65,35,Male,1,1,0,0,0.526,1,16,0
Bus,45,13,Female,1,0,0,0,0.26,14,23,1
E-Rickshaw,56,29,Male,1,1,0,1,0.235,18,30,0
Auto-Rickshaw,55,19,Female,1,1,0,0,0.456,23,27,1
Two-Wheeler,61,10,Male,1,1,1,0,0.073,24,2,1
Car/SUV,61,3,Male,1,0,0,0,0.402,22,34,0
Bus,58,0,Male,1,1,1,1,0.353,7,30,0
Bus,31,13,Male,0,0,0,0,0.343,21,18,0
Tractor,60,6,Male,1,0,0,0,0.285,20,20,0
Two-Wheeler,47,6,Female,1,1,0,0,0.333,22,8,1
Tractor,25,7,Male,1,0,0,0,0.328,11,3,0
E-Rickshaw,48,30,Male,0,1,0,0,0.082,8,22,0
E-Rickshaw,58,7,Male,1,1,0,1,0.224,14,36,0
Tractor,33,11,Female,1,1,0,1,0.138,0,11,2
Auto-Rickshaw,45,15,Male,1,1,0,0,0.122,22,7,3
Tractor,45,27,Male,0,0,0,1,0.16,6,20,1
Auto-Rickshaw,61,30,Male,0,1,0,0,0.222,6,20,0
Tractor,42,8,Male,1,0,0,0,0.501,9,6,1
E-Rickshaw,28,6,Female,1,0,0,0,0.148,21,33,0
Car/SUV,22,4,Male,1,1,0,0,0.181,25,6,1
Tractor,58,2,Female,1,0,0,1,0.191,7,14,0
Tempo,21,3,Female,0,0,0,0,0.42,21,32,1
Auto-Rickshaw,52,6,Male,1,0,0,0,0.198,17,33,3
Two-Wheeler,55,12,Male,1,1,0,0,0.042,15,10,2
Two-Wheeler,54,34,Male,1,1,0,0,0.465,24,16,0
E-Rickshaw,29,11,Male,0,1,1,1,0.472,6,26,0
Car/SUV,38,6,Male,1,1,0,1,0.184,20,19,0
Tempo,50,32,Female,1,0,0,1,0.264,8,0,0
Car/SUV,35,17,Male,1,0,1,0,0.163,19,30,0
Two-Wheeler,25,7,Female,1,1,0,0,0.233,16,7,2
Tractor,35,15,Male,1,1,0,0,0.43,5,2,1
E-Rickshaw,62,3,Male,1,0,0,0,0.098,7,20,0
Truck/HCV,45,27,Male,1,1,0,1,0.097,3,6,2
Car/SUV,59,21,Male,1,1,1,0,0.46,23,26,0
Car/SUV,61,33,Male,1,0,0,0,0.172,3,27,1
Tempo,29,11,Male,0,0,0,1,0.507,0,31,2
E-Rickshaw,39,21,Male,1,0,0,1,0.329,22,1,0
Truck/HCV,21,3,Male,1,1,0,0,0.321,21,26,1
Auto-Rickshaw,43,2,Male,0,0,0,0,0.105,15,12,1
Car/SUV,55,28,Male,1,1,0,0,0.086,9,25,0
Tractor,38,20,Female,1,1,0,1,0.099,8,8,0
Tempo,48,30,Male,0,1,0,0,0.334,9,12,0
Bus,59,12,Male,1,0,0,0,0.636,10,7,1
Tractor,48,16,Male,0,0,0,0,0.075,23,20,0
Auto-Rickshaw,31,4,Male,1,1,0,0,0.132,19,5,1
Two-Wheeler,51,26,Male,1,1,0,0,0.252,10,30,1
Auto-Rickshaw,49,21,Male,1,1,0,1,0.133,2,27,1
E-Rickshaw,48,13,Male,1,1,0,0,0.319,16,18,0
Car/SUV,18,0,Male,0,0,0,1,0.242,6,2,1
Two-Wheeler,44,19,Male,1,0,0,0,0.206,12,9,3
Truck/HCV,65,14,Male,1,0,1,1,0.224,12,4,0
E-Rickshaw,28,7,Female,1,1,0,0,0.57,10,4,0
Tempo,57,5,Male,1,0,0,0,0.224,2,25,3
Tractor,58,35,Male,0,1,0,0,0.592,18,11,0
Truck/HCV,41,15,Male,1,1,0,0,0.252,15,3,2
Tractor,54,5,Male,0,0,0,0,0.164,21,23,0
Tractor,64,10,Male,0,1,0,0,0.181,9,32,0
Two-Wheeler,63,21,Male,0,0,1,1,0.356,23,7,2
Car/SUV,49,4,Male,1,1,0,0,0.651,1,19,2
Tractor,51,14,Female,1,1,0,0,0.293,7,8,0
Tractor,48,11,Male,1,1,0,1,0.185,15,13,0
Tractor,32,14,Male,0,0,0,1,0.37,23,34,2
Tractor,35,17,Male,1,0,0,0,0.243,0,1,1
Car/SUV,50,32,Female,0,1,1,0,0.269,2,26,3
Two-Wheeler,34,5,Female,1,1,0,0,0.186,1,12,0
Truck/HCV,29,5,Male,1,0,0,1,0.3,13,12,1
Truck/HCV,63,31,Male,1,0,0,1,0.152,20,33,1
Tractor,59,19,Male,0,1,0,0,0.344,21,32,3
Bus,23,5,Male,1,1,0,0,0.052,16,1,1
E-Rickshaw,63,7,Male,1,0,0,0,0.279,3,33,0
Bus,29,11,Male,1,1,1,1,0.379,4,21,1
E-Rickshaw,51,24,Male,1,1,0,1,0.668,3,2,1
