state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Uttar Pradesh,2021,5,0.93,36.2,34.4,9.2,0.0,0,0.385,3
Assam,2024,11,6.39,32.1,73.2,15.9,0.4,0,0.349,18
Gujarat,2020,7,4.47,33.6,76.1,7.6,0.0,0,0.572,10
Gujarat,2021,3,1.28,24.5,85.6,22.0,0.0,0,0.233,32
Assam,2021,6,12.11,13.9,48.1,10.3,0.0,0,0.849,38
Assam,2020,7,2.3,14.6,53.9,13.6,0.0,0,0.177,27
Bihar,2021,6,1.31,36.8,86.5,22.1,0.0,0,0.097,18
Odisha,2024,2,7.4,35.2,59.7,19.1,0.2,0,0.178,33
Madhya Pradesh,2020,1,10.29,17.3,97.6,27.2,0.8,0,0.086,10
West Bengal,2023,5,1.62,17.0,96.0,17.5,0.0,0,0.038,8
Bihar,2022,3,14.32,39.2,62.5,6.3,0.0,0,0.139,16
Rajasthan,2024,3,11.8,25.9,79.3,3.8,0.0,0,0.283,10
Maharashtra,2022,8,6.51,40.9,34.3,23.9,0.0,0,0.442,14
Assam,2021,10,1.32,43.7,73.1,10.3,0.0,0,0.103,28
Telangana,2021,1,8.21,45.5,59.0,22.6,0.9,0,0.513,4
Gujarat,2022,2,13.41,13.1,76.4,4.1,0.3,0,0.7,25
Assam,2021,11,6.91,31.2,24.6,8.9,0.6,0,0.193,12
Bihar,2024,7,8.31,35.9,39.5,5.3,0.0,0,0.055,5
Karnataka,2023,6,0.0,13.2,56.7,25.3,0.0,0,0.261,32
Uttar Pradesh,2020,2,8.31,27.4,94.2,33.9,0.2,0,0.264,5
Haryana,2023,12,23.14,42.3,33.2,10.7,1.5,0,0.194,15
Bihar,2021,1,4.83,19.8,94.7,7.0,1.6,0,0.265,11
Maharashtra,2019,11,7.9,21.8,95.2,9.9,0.0,0,0.074,22
Kerala,2019,9,10.2,33.9,45.0,0.3,0.0,0,0.102,31
Madhya Pradesh,2022,7,3.95,31.7,95.5,0.0,0.0,0,0.05,28
Karnataka,2023,8,9.84,33.4,63.9,18.3,0.0,0,0.442,43
West Bengal,2024,6,3.32,43.0,58.4,3.1,0.0,0,0.081,5
West Bengal,2023,4,18.26,8.5,71.2,14.1,0.0,0,0.354,44
Gujarat,2023,8,12.17,33.0,85.6,17.1,0.0,0,0.241,32
Madhya Pradesh,2021,8,2.41,38.4,73.5,19.9,0.0,0,0.089,22
Haryana,2020,11,0.27,13.6,24.8,19.9,0.2,0,0.049,26
Odisha,2021,7,7.11,36.2,51.6,29.9,0.0,0,0.249,11
Kerala,2019,5,0.07,20.3,34.0,0.9,0.0,0,0.107,11
Karnataka,2023,7,18.22,36.7,64.4,24.0,0.0,0,0.138,43
Punjab,2019,4,7.69,22.9,42.5,14.7,0.0,0,0.563,22
Punjab,2024,12,13.78,17.2,92.9,15.3,0.1,0,0.369,34
Gujarat,2022,5,6.43,38.3,96.1,50.2,0.0,0,0.261,32
West Bengal,2021,10,5.58,25.0,48.0,14.7,0.0,0,0.588,41
Tamil Nadu,2022,2,22.02,26.2,66.3,44.7,2.2,0,0.414,26
Haryana,2020,6,19.2,12.3,94.3,23.2,0.0,0,0.232,7
Kerala,2019,5,6.99,15.3,41.0,16.5,0.0,0,0.076,27
Madhya Pradesh,2021,2,4.04,9.5,65.4,33.0,2.0,0,0.339,30
Tamil Nadu,2019,12,6.83,21.6,30.4,29.0,4.4,0,0.208,39
Tamil Nadu,2021,1,8.07,10.2,20.9,16.8,1.7,0,0.482,36
Karnataka,2023,1,19.9,33.1,42.4,19.8,2.9,0,0.337,35
Rajasthan,2022,5,41.38,16.8,74.5,4.9,0.0,1,0.445,12
Rajasthan,2021,7,0.1,23.4,20.6,30.5,0.0,0,0.067,8
Rajasthan,2019,12,28.57,16.2,35.3,6.8,0.4,1,0.318,38
Rajasthan,2021,12,2.92,31.9,87.4,36.6,0.3,0,0.134,45
Karnataka,2022,5,16.7,14.2,66.0,31.8,0.0,0,0.263,45
Madhya Pradesh,2024,10,1.25,8.1,73.8,30.2,0.0,0,0.364,38
Tamil Nadu,2023,2,14.75,22.7,82.8,0.6,1.4,0,0.271,19
Assam,2020,5,9.17,19.1,50.0,35.3,0.0,0,0.359,13
Madhya Pradesh,2020,5,0.72,14.1,22.5,23.6,0.0,0,0.264,45
West Bengal,2023,3,1.59,43.8,55.2,23.5,0.0,0,0.355,9
Tamil Nadu,2020,3,16.06,34.7,95.9,14.1,0.0,0,0.491,35
Kerala,2024,8,9.72,19.5,49.1,40.1,0.0,0,0.444,2
Bihar,2023,7,8.28,37.2,41.5,15.8,0.0,0,0.14,0
Assam,2024,10,2.99,44.9,59.5,11.4,0.0,0,0.095,6
Punjab,2024,6,7.48,25.2,77.0,11.8,0.0,0,0.297,1
Uttar Pradesh,2022,7,23.21,41.4,53.9,9.9,0.0,0,0.428,8
Haryana,2022,2,5.04,36.3,48.9,9.8,0.2,0,0.634,3
Assam,2024,5,9.73,30.3,33.7,7.9,0.0,0,0.312,36
Gujarat,2021,5,0.76,43.6,95.9,14.7,0.0,0,0.38,15
Madhya Pradesh,2023,5,9.58,22.8,51.8,26.4,0.0,0,0.221,26
Assam,2024,8,1.42,34.5,72.2,28.6,0.0,0,0.353,29
Tamil Nadu,2020,4,4.94,31.4,76.2,20.8,0.0,0,0.265,39
Madhya Pradesh,2020,1,6.63,23.2,24.6,23.9,0.4,0,0.139,19
Odisha,2023,3,5.62,10.6,63.0,14.6,0.0,0,0.561,32
Gujarat,2021,4,6.68,11.1,76.7,27.0,0.0,0,0.11,2
Tamil Nadu,2023,4,2.91,21.9,87.6,32.7,0.0,0,0.2,8
Rajasthan,2023,2,7.32,31.9,44.7,3.5,0.7,0,0.35,34
Tamil Nadu,2023,6,2.89,35.6,72.4,17.9,0.0,0,0.395,18
Madhya Pradesh,2021,3,2.01,30.3,29.2,21.0,0.0,0,0.2,9
Haryana,2021,6,0.69,32.0,73.9,13.8,0.0,0,0.424,10
Uttar Pradesh,2024,12,7.0,35.6,36.8,24.0,0.1,0,0.345,0
Uttar Pradesh,2020,9,1.06,31.4,59.7,15.5,0.0,0,0.375,40
Gujarat,2021,12,10.63,38.5,52.2,1.1,4.9,0,0.446,27
Maharashtra,2021,3,0.68,33.5,49.7,12.3,0.0,0,0.685,4
Karnataka,2020,6,7.84,45.5,52.6,28.7,0.0,0,0.115,4
Uttar Pradesh,2024,6,5.11,23.1,93.9,28.3,0.0,0,0.278,36
Madhya Pradesh,2024,5,11.27,23.9,55.5,26.2,0.0,0,0.415,32
Gujarat,2019,1,14.26,43.2,82.7,1.6,5.0,0,0.235,2
Maharashtra,2020,12,3.13,22.4,20.2,10.2,0.0,0,0.556,39
Kerala,2024,2,7.54,9.4,82.7,17.1,0.6,0,0.206,6
Rajasthan,2020,7,1.15,18.4,78.1,24.5,0.0,0,0.266,24
Haryana,2023,9,11.07,13.9,35.7,20.2,0.0,0,0.757,40
Uttar Pradesh,2023,10,6.84,8.5,42.7,7.1,0.0,0,0.29,4
Kerala,2024,3,2.25,20.2,83.2,17.9,0.0,0,0.217,17
Uttar Pradesh,2024,4,6.78,25.2,55.5,2.5,0.0,0,0.372,16
Karnataka,2022,9,13.95,42.7,75.4,12.5,0.0,0,0.326,30
Haryana,2021,12,3.54,26.9,64.3,17.3,1.1,0,0.233,32
Telangana,2024,11,8.99,44.5,89.0,30.9,2.0,0,0.183,3
West Bengal,2019,6,6.11,44.2,24.8,14.5,0.0,0,0.287,32
Maharashtra,2024,1,4.22,27.9,83.0,23.7,2.4,0,0.289,23
Bihar,2020,3,6.71,23.0,86.7,1.3,0.0,0,0.084,37
Tamil Nadu,2021,8,22.58,30.0,52.9,44.3,0.0,0,0.31,45
Assam,2020,6,8.98,10.9,41.7,18.7,0.0,0,0.246,19
Madhya Pradesh,2019,10,3.5,12.9,61.2,30.8,0.0,0,0.25,17
Madhya Pradesh,2021,4,6.31,40.1,26.3,17.7,0.0,0,0.367,30
Punjab,2021,4,7.62,34.4,48.9,33.4,0.0,0,0.232,11
Odisha,2022,2,11.46,32.6,73.3,12.9,0.5,0,0.225,25
Karnataka,2022,5,1.52,13.5,40.7,4.7,0.0,0,0.429,43
Uttar Pradesh,2023,2,11.25,32.0,42.4,34.4,2.1,0,0.269,44
Kerala,2021,12,5.12,9.7,96.6,13.8,2.5,0,0.331,35
Karnataka,2022,8,1.26,30.0,33.3,31.5,0.0,0,0.236,37
West Bengal,2024,2,2.35,42.4,49.1,35.4,0.5,0,0.341,2
Assam,2019,6,17.86,31.9,48.5,8.0,0.0,0,0.465,7
Kerala,2024,10,3.31,17.7,22.1,6.2,0.0,0,0.331,2
Uttar Pradesh,2020,7,5.47,39.6,43.1,9.5,0.0,0,0.214,4
Maharashtra,2024,2,0.47,36.3,63.0,32.9,0.6,0,0.401,14
Telangana,2022,12,25.49,46.0,60.6,33.1,2.2,1,0.223,8
Tamil Nadu,2021,5,9.27,25.6,57.6,13.5,0.0,0,0.466,0
Uttar Pradesh,2024,5,3.94,20.7,70.3,11.7,0.0,0,0.191,34
Karnataka,2021,11,5.82,14.9,87.0,10.5,1.0,0,0.263,44
Telangana,2020,3,7.46,30.1,89.2,20.9,0.0,0,0.244,34
Assam,2023,6,0.48,12.9,62.1,16.9,0.0,0,0.392,44
Karnataka,2021,3,3.97,40.3,90.1,40.6,0.0,0,0.209,25
Punjab,2019,8,3.06,28.3,57.8,10.7,0.0,0,0.235,9
Uttar Pradesh,2022,2,7.79,10.5,65.6,8.7,2.7,0,0.731,45
Madhya Pradesh,2022,1,0.79,38.3,21.1,3.3,1.4,0,0.195,23
Kerala,2020,3,0.71,39.0,35.1,33.7,0.0,0,0.285,10
Tamil Nadu,2023,7,5.47,14.8,42.6,17.5,0.0,0,0.201,44
Kerala,2021,4,9.62,41.0,21.1,13.9,0.0,0,0.302,26
Bihar,2024,10,4.74,44.6,87.7,1.8,0.0,0,0.255,8
Punjab,2021,11,0.67,8.7,69.7,14.2,1.6,0,0.353,1
Bihar,2022,10,1.73,38.2,93.5,16.3,0.0,0,0.271,8
Telangana,2024,5,15.98,16.8,61.8,17.5,0.0,0,0.493,28
Rajasthan,2020,2,4.15,20.0,30.8,3.5,1.1,0,0.246,33
Haryana,2023,4,11.82,33.4,85.1,26.1,0.0,0,0.083,1
Karnataka,2021,5,4.62,9.7,63.0,53.2,0.0,0,0.353,44
Gujarat,2020,11,4.23,45.3,24.0,24.6,2.3,0,0.467,1
Haryana,2021,10,3.6,19.3,84.1,5.7,0.0,0,0.248,41
Maharashtra,2019,3,33.94,40.8,64.3,25.2,0.0,1,0.591,18
Telangana,2023,6,2.12,18.7,45.4,18.3,0.0,0,0.129,4
Assam,2020,10,5.18,25.5,41.7,27.9,0.0,0,0.089,15
Karnataka,2019,4,11.11,17.5,76.7,38.6,0.0,0,0.32,19
Punjab,2022,1,14.33,27.4,48.3,8.5,0.9,0,0.285,42
Odisha,2022,5,7.56,13.2,57.7,15.9,0.0,0,0.454,30
West Bengal,2021,6,12.66,10.6,92.6,3.3,0.0,0,0.223,18
Kerala,2019,9,36.39,31.4,50.4,16.5,0.0,1,0.32,18
Punjab,2020,2,11.57,10.1,68.3,8.5,2.3,0,0.549,36
Punjab,2024,10,9.05,13.5,76.4,47.5,0.0,0,0.283,5
Bihar,2023,4,5.04,38.5,30.5,20.8,0.0,0,0.099,18
Telangana,2023,12,1.88,31.4,89.4,8.4,0.9,0,0.562,31
Tamil Nadu,2024,10,1.77,27.0,64.0,4.1,0.0,0,0.266,37
Gujarat,2019,3,2.47,27.1,24.5,23.4,0.0,0,0.076,22
Maharashtra,2023,12,0.97,42.8,59.1,3.1,1.4,0,0.458,15
Bihar,2020,7,0.95,28.5,71.0,11.1,0.0,0,0.083,28
Punjab,2019,8,12.88,11.8,73.4,0.2,0.0,0,0.383,19
West Bengal,2019,4,5.39,20.4,43.2,13.7,0.0,0,0.4,20
Assam,2022,2,1.24,41.4,67.3,0.2,2.1,0,0.609,27
Haryana,2022,6,8.67,44.0,28.4,0.2,0.0,0,0.365,6
Telangana,2022,3,8.29,31.3,97.0,16.9,0.0,0,0.33,34
West Bengal,2021,5,6.68,29.8,79.5,14.3,0.0,0,0.28,44
Maharashtra,2019,12,9.61,31.8,35.6,13.6,1.0,0,0.341,14
West Bengal,2022,11,0.62,22.9,74.6,13.5,0.2,0,0.295,3
West Bengal,2024,5,3.74,20.4,72.1,21.4,0.0,0,0.205,31
Bihar,2021,11,3.96,42.0,39.1,22.5,0.2,0,0.174,1
Bihar,2022,6,5.68,36.2,55.5,21.8,0.0,0,0.371,28
Telangana,2024,11,0.07,19.9,87.5,19.5,1.3,0,0.272,37
West Bengal,2019,3,17.69,22.2,51.0,15.2,0.0,0,0.296,6
West Bengal,2022,6,2.98,38.9,92.0,0.1,0.0,0,0.418,43
West Bengal,2019,3,1.61,17.5,63.8,34.4,0.0,0,0.422,40
Haryana,2024,12,3.25,17.2,82.9,44.9,4.6,0,0.471,31
Bihar,2022,11,5.23,36.7,90.6,22.3,1.4,0,0.231,20
Telangana,2019,2,22.47,37.7,70.6,14.8,2.5,0,0.193,17
Punjab,2022,3,21.23,16.2,74.8,19.6,0.0,0,0.636,23
Assam,2024,4,1.72,42.9,45.4,5.3,0.0,0,0.036,6
Madhya Pradesh,2019,6,23.72,15.1,22.6,4.8,0.0,0,0.344,27
Punjab,2019,5,6.41,11.5,65.0,15.1,0.0,0,0.437,25
Assam,2020,3,1.78,17.4,94.4,5.6,0.0,0,0.108,13
West Bengal,2019,9,1.29,12.6,82.8,27.9,0.0,0,0.331,3
Karnataka,2020,12,2.4,22.6,38.4,11.9,0.8,0,0.143,6
Gujarat,2023,2,7.88,39.1,60.7,28.9,2.5,0,0.266,33
West Bengal,2019,2,10.88,12.8,75.5,11.9,0.1,0,0.096,22
Bihar,2020,9,2.35,13.7,56.4,28.0,0.0,0,0.212,0
Haryana,2020,12,41.32,20.9,67.6,11.2,0.4,1,0.296,17
Gujarat,2023,12,2.27,16.8,47.6,10.2,1.1,0,0.238,37
Bihar,2021,1,0.65,9.9,51.8,23.1,0.4,0,0.527,7
Uttar Pradesh,2019,9,1.46,16.2,50.5,26.4,0.0,0,0.356,5
Tamil Nadu,2022,1,24.48,21.4,39.0,17.7,1.9,0,0.387,0
Kerala,2024,11,2.43,26.4,65.3,25.3,0.0,0,0.51,17
Odisha,2024,8,0.25,32.9,36.5,5.8,0.0,0,0.182,22
Maharashtra,2022,11,1.75,43.2,45.5,0.2,2.2,0,0.175,33
Tamil Nadu,2022,9,9.07,12.7,41.7,28.2,0.0,0,0.454,22
Tamil Nadu,2020,5,5.38,41.2,72.5,29.9,0.0,0,0.203,37
Maharashtra,2022,8,0.15,14.6,30.8,18.3,0.0,0,0.073,30
Bihar,2021,10,1.02,38.6,30.2,7.5,0.0,0,0.265,17
Rajasthan,2021,9,23.54,26.4,94.8,5.1,0.0,0,0.423,45
Punjab,2024,11,1.8,17.0,46.0,8.1,1.2,0,0.455,20
Gujarat,2019,12,8.03,22.9,28.0,32.5,0.4,0,0.251,40
Maharashtra,2019,5,9.33,33.5,35.0,18.1,0.0,0,0.242,11
Assam,2022,10,17.08,21.9,76.1,20.8,0.0,0,0.162,39
Haryana,2019,6,6.39,23.6,71.3,15.1,0.0,0,0.049,43
Madhya Pradesh,2020,6,10.25,11.4,97.9,19.1,0.0,0,0.161,15
Odisha,2020,1,35.55,22.5,71.3,8.3,5.9,1,0.465,23
Odisha,2019,10,6.86,25.0,35.1,12.1,0.0,0,0.318,10
Madhya Pradesh,2022,1,7.03,20.4,97.4,26.1,0.8,0,0.271,2
Gujarat,2023,12,8.42,34.7,85.1,26.3,0.2,0,0.343,30
Kerala,2019,6,0.9,37.4,41.7,10.4,0.0,0,0.199,17
Gujarat,2020,8,4.41,42.9,45.1,22.9,0.0,0,0.212,31
Madhya Pradesh,2021,2,2.02,18.1,62.5,34.5,1.6,0,0.035,9
West Bengal,2023,12,8.32,20.7,59.5,31.1,1.2,0,0.262,14
Kerala,2021,3,13.37,30.6,21.4,43.5,0.0,0,0.366,45
Bihar,2022,9,8.8,27.3,62.6,18.4,0.0,0,0.259,26
Gujarat,2019,11,12.57,16.5,39.0,36.7,2.5,0,0.231,1
Tamil Nadu,2023,1,1.53,17.6,75.4,21.8,0.4,0,0.438,12
Madhya Pradesh,2021,5,9.55,20.0,32.3,29.6,0.0,0,0.244,37
Maharashtra,2020,11,22.73,9.6,48.5,3.8,1.0,0,0.266,38
Bihar,2020,4,6.33,11.2,55.6,1.0,0.0,0,0.42,39
Odisha,2024,7,5.48,12.7,62.6,24.5,0.0,0,0.453,30
Bihar,2019,7,0.42,20.4,64.7,17.9,0.0,0,0.344,44
Uttar Pradesh,2024,9,12.04,42.0,61.3,4.4,0.0,0,0.328,41
Gujarat,2024,7,2.77,30.2,49.8,15.2,0.0,0,0.408,23
Rajasthan,2022,7,4.16,34.7,79.9,15.9,0.0,0,0.221,17
West Bengal,2019,5,23.95,32.9,32.0,14.0,0.0,0,0.434,3
Kerala,2021,8,2.65,43.4,78.1,8.2,0.0,0,0.393,13
Gujarat,2022,7,7.6,19.1,56.9,31.8,0.0,0,0.786,38
Maharashtra,2019,8,10.84,43.9,89.2,14.0,0.0,0,0.438,12
Kerala,2019,11,8.93,39.2,97.9,10.9,0.4,0,0.563,21
Tamil Nadu,2023,12,16.88,15.1,89.6,19.6,4.3,0,0.158,15
Rajasthan,2024,9,0.19,11.4,92.2,2.7,0.0,0,0.148,14
Uttar Pradesh,2023,10,5.95,18.7,81.6,27.3,0.0,0,0.385,10
Kerala,2021,9,2.36,13.9,89.4,18.0,0.0,0,0.384,18
Karnataka,2021,8,0.51,41.7,84.8,22.9,0.0,0,0.156,8
Rajasthan,2024,12,6.31,21.9,73.5,4.8,0.7,0,0.42,8
Haryana,2023,8,8.11,44.4,35.6,18.6,0.0,0,0.552,25
Assam,2024,1,0.29,9.1,34.3,13.6,0.3,0,0.223,4
Madhya Pradesh,2021,9,9.7,22.3,60.8,15.5,0.0,0,0.256,30
Punjab,2023,8,3.44,43.1,62.0,36.7,0.0,0,0.502,44
Madhya Pradesh,2023,8,38.18,17.4,28.9,31.4,0.0,1,0.559,45
Madhya Pradesh,2019,11,0.94,20.3,67.4,55.2,0.6,0,0.431,24
Madhya Pradesh,2024,2,4.95,43.0,97.4,9.6,1.6,0,0.312,2
Bihar,2024,7,8.89,15.8,78.5,25.4,0.0,0,0.383,19
Telangana,2023,7,1.65,37.0,89.7,31.1,0.0,0,0.332,38
Madhya Pradesh,2024,12,0.25,28.7,82.0,25.5,0.4,0,0.076,25
Bihar,2020,5,2.47,21.1,33.3,36.8,0.0,0,0.448,43
Bihar,2020,4,27.38,28.0,70.1,19.2,0.0,1,0.493,6
Madhya Pradesh,2022,8,5.84,27.0,50.8,20.5,0.0,0,0.788,18
Madhya Pradesh,2019,9,0.54,14.2,44.7,15.1,0.0,0,0.481,28
Gujarat,2020,5,12.46,45.3,77.2,11.4,0.0,0,0.259,43
Odisha,2020,8,1.06,11.9,65.4,25.7,0.0,0,0.102,14
Karnataka,2019,3,1.13,41.9,65.4,38.5,0.0,0,0.169,23
Tamil Nadu,2022,4,1.07,19.6,29.1,49.1,0.0,0,0.149,26
Haryana,2023,1,8.81,34.1,78.9,12.8,1.3,0,0.381,11
Telangana,2024,2,4.09,36.4,31.0,8.2,6.1,0,0.307,21
Odisha,2019,12,10.71,16.2,92.2,26.2,0.0,0,0.298,19
Rajasthan,2021,6,7.48,20.1,27.1,24.6,0.0,0,0.545,37
Tamil Nadu,2022,3,1.12,27.8,57.2,38.0,0.0,0,0.392,12
Kerala,2019,2,10.54,17.1,22.1,16.6,2.4,0,0.483,38
West Bengal,2019,1,2.02,40.3,27.9,28.1,2.8,0,0.046,42
Assam,2021,10,7.44,32.8,47.5,16.3,0.0,0,0.445,40
Rajasthan,2020,7,3.25,22.0,55.8,19.6,0.0,0,0.038,38
Gujarat,2019,2,20.87,43.4,51.9,25.8,0.6,0,0.743,6
Bihar,2019,6,20.78,13.3,44.1,33.3,0.0,0,0.415,7
Haryana,2023,5,4.65,32.1,92.6,24.7,0.0,0,0.423,28
Haryana,2024,2,20.3,19.8,29.0,15.3,3.2,0,0.501,44
Uttar Pradesh,2020,1,20.67,17.4,65.1,28.3,3.8,0,0.367,6
Gujarat,2024,10,15.08,26.8,54.2,40.1,0.0,0,0.489,19
Karnataka,2019,1,1.59,43.4,34.9,44.5,0.7,0,0.082,3
Kerala,2022,6,10.39,45.9,35.6,20.0,0.0,0,0.467,16
Madhya Pradesh,2019,6,0.97,26.6,21.4,13.0,0.0,0,0.399,18
Kerala,2019,1,5.96,45.0,44.6,29.7,0.8,0,0.195,5
Kerala,2022,10,1.04,43.2,87.5,2.8,0.0,0,0.276,42
Punjab,2024,4,0.85,42.9,51.3,3.2,0.0,0,0.15,35
Telangana,2021,5,4.92,29.5,34.7,21.9,0.0,0,0.144,40
Karnataka,2022,1,3.95,36.1,79.8,10.7,0.1,0,0.385,1
West Bengal,2023,4,1.37,26.9,78.1,11.1,0.0,0,0.131,5
Tamil Nadu,2020,4,16.66,33.1,21.5,15.9,0.0,0,0.431,12
Odisha,2024,7,1.97,9.5,27.1,37.7,0.0,0,0.224,36
West Bengal,2024,5,3.63,24.0,42.1,18.5,0.0,0,0.365,35
Rajasthan,2019,8,12.98,37.9,66.9,7.2,0.0,0,0.396,22
Odisha,2023,4,3.31,22.2,21.4,32.7,0.0,0,0.213,20
Madhya Pradesh,2022,11,2.61,42.6,31.2,24.8,6.2,0,0.382,45
Telangana,2022,3,6.72,35.4,42.7,3.0,0.0,0,0.3,21
Assam,2020,12,14.65,45.8,34.7,35.6,0.0,0,0.447,42
Punjab,2022,11,11.84,27.9,79.1,7.3,0.7,0,0.399,5
West Bengal,2019,12,13.36,45.2,95.1,33.7,1.4,0,0.452,8
Tamil Nadu,2020,9,28.52,36.8,35.0,27.1,0.0,1,0.462,38
Rajasthan,2022,7,21.71,31.7,92.2,10.0,0.0,0,0.316,15
Bihar,2022,7,1.73,37.4,26.6,25.5,0.0,0,0.285,18
Karnataka,2023,8,40.76,23.4,82.0,29.3,0.0,1,0.457,43
Bihar,2022,3,4.16,35.3,34.2,14.4,0.0,0,0.724,10
Tamil Nadu,2023,8,15.58,23.5,46.8,41.7,0.0,0,0.169,41
Karnataka,2022,1,8.55,17.3,68.1,8.4,1.7,0,0.27,17
Haryana,2024,6,10.21,35.4,51.9,27.1,0.0,0,0.51,45
Karnataka,2022,6,18.59,29.1,90.6,26.7,0.0,0,0.145,23
Rajasthan,2019,7,1.64,23.3,65.1,22.3,0.0,0,0.346,13
Karnataka,2024,1,4.52,17.1,84.7,13.6,1.3,0,0.451,2
West Bengal,2021,4,13.33,20.4,34.6,21.5,0.0,0,0.522,45
Telangana,2019,5,1.53,36.3,93.0,24.2,0.0,0,0.112,36
Haryana,2021,4,3.67,42.0,82.1,28.6,0.0,0,0.128,37
Haryana,2022,7,7.2,20.6,37.5,25.3,0.0,0,0.371,14
Telangana,2023,9,3.49,32.0,94.2,6.0,0.0,0,0.297,25
Madhya Pradesh,2019,3,3.08,13.0,81.6,14.8,0.0,0,0.445,10
Assam,2024,2,1.26,35.3,52.4,1.8,2.7,0,0.557,39
Odisha,2022,7,8.75,23.3,50.4,20.2,0.0,0,0.267,29
Gujarat,2023,1,4.72,40.0,36.6,9.5,1.9,0,0.198,30
Bihar,2023,2,25.07,28.6,55.9,25.4,0.5,1,0.301,28
Uttar Pradesh,2022,7,5.42,31.0,54.1,21.5,0.0,0,0.408,8
Punjab,2024,11,5.2,27.9,63.1,33.8,0.8,0,0.341,11
Uttar Pradesh,2019,10,1.2,36.7,61.8,29.7,0.0,0,0.39,15
Uttar Pradesh,2021,4,0.7,27.3,82.5,7.9,0.0,0,0.369,15
Maharashtra,2019,2,23.16,32.5,56.0,17.6,6.1,0,0.22,3
Assam,2024,3,7.12,28.7,54.4,25.1,0.0,0,0.142,42
West Bengal,2024,3,6.41,12.9,78.4,21.6,0.0,0,0.783,36
Bihar,2024,6,2.95,43.6,85.4,1.7,0.0,0,0.507,8
Assam,2020,2,2.55,38.8,74.0,1.0,2.8,0,0.218,8
Tamil Nadu,2022,6,3.83,30.9,60.9,16.6,0.0,0,0.271,0
Maharashtra,2024,1,15.89,26.1,70.3,9.5,2.6,0,0.705,27
Bihar,2020,9,3.15,34.7,35.7,13.5,0.0,0,0.387,6
Bihar,2024,7,8.91,13.2,67.7,26.1,0.0,0,0.545,35
Gujarat,2024,6,21.43,28.3,69.1,4.4,0.0,0,0.496,27
Uttar Pradesh,2022,9,3.57,36.7,36.5,12.2,0.0,0,0.369,8
Telangana,2019,7,8.84,45.3,44.2,27.8,0.0,0,0.514,41
Bihar,2021,3,7.58,9.1,68.5,18.3,0.0,0,0.443,25
West Bengal,2024,5,2.1,8.2,73.7,16.0,0.0,0,0.405,20
Odisha,2021,2,2.28,21.9,36.4,32.6,0.1,0,0.183,39
West Bengal,2023,8,7.48,29.3,62.1,5.7,0.0,0,0.124,45
Odisha,2020,11,11.41,43.1,64.5,32.6,1.0,0,0.214,10
Assam,2022,7,4.26,16.3,58.1,2.5,0.0,0,0.227,36
Telangana,2020,2,3.28,14.7,64.7,27.6,4.7,0,0.23,30
Uttar Pradesh,2019,8,2.42,10.9,64.5,11.5,0.0,0,0.293,8
Odisha,2019,9,6.74,35.8,49.2,26.6,0.0,0,0.395,29
West Bengal,2019,12,3.0,19.1,20.7,4.7,1.3,0,0.151,34
Haryana,2024,9,0.59,18.4,51.6,13.2,0.0,0,0.489,29
Odisha,2021,12,1.35,44.3,46.4,33.3,0.1,0,0.257,41
Odisha,2020,6,1.46,13.1,63.9,19.4,0.0,0,0.281,27
Haryana,2021,10,2.75,11.1,27.0,3.9,0.0,0,0.045,26
Kerala,2022,4,1.86,19.4,79.7,3.1,0.0,0,0.221,5
Telangana,2023,11,25.38,42.0,68.3,30.3,0.0,1,0.574,40
Gujarat,2024,8,3.47,18.1,22.7,26.5,0.0,0,0.512,3
Bihar,2023,4,0.61,21.8,45.2,4.8,0.0,0,0.286,4
Assam,2021,8,5.44,18.9,38.3,7.6,0.0,0,0.477,20
Gujarat,2020,4,0.57,30.4,97.9,24.8,0.0,0,0.487,32
Odisha,2019,1,1.19,43.2,20.7,21.5,0.8,0,0.113,3
Gujarat,2020,11,11.61,37.3,76.6,8.3,3.6,0,0.545,2
West Bengal,2023,2,19.71,34.8,70.3,18.0,0.1,0,0.574,40
Punjab,2020,10,4.83,42.4,67.5,1.3,0.0,0,0.256,1
Bihar,2019,3,8.94,12.9,33.4,21.1,0.0,0,0.315,32
Karnataka,2020,11,1.19,10.6,47.3,26.9,6.1,0,0.334,4
Haryana,2019,12,12.19,29.9,93.9,26.0,2.1,0,0.573,28
Assam,2021,1,0.95,34.5,28.1,25.0,0.7,0,0.266,2
West Bengal,2023,2,0.25,27.2,22.8,18.3,0.1,0,0.569,7
Kerala,2023,8,9.6,28.9,91.5,11.0,0.0,0,0.459,26
Maharashtra,2024,10,2.12,19.8,33.6,8.3,0.0,0,0.559,12
Madhya Pradesh,2020,1,11.68,16.3,85.2,25.7,3.3,0,0.425,14
Uttar Pradesh,2023,1,0.76,11.7,77.3,32.2,0.5,0,0.653,35
Kerala,2021,9,20.39,8.4,31.3,8.4,0.0,0,0.725,44
Karnataka,2019,6,7.97,36.8,36.1,12.9,0.0,0,0.222,25
Assam,2023,8,4.35,31.8,39.5,0.5,0.0,0,0.437,42
Gujarat,2023,7,1.88,33.7,45.1,6.7,0.0,0,0.062,38
Punjab,2020,5,4.42,39.2,89.7,36.2,0.0,0,0.221,41
