city,road_type,primary_cause,severity,year,month,hour,vehicles_involved,injuries,fatalities,speed_kmh,visibility_m,road_lighting,road_divider,ambulance_response_min
Allahabad,Expressway,Brake Failure,Grievous Injury,2019,1,2,1,1,0,47.6,235,Functional,Present,16.8
Varanasi,Industrial Zone,Pothole,Grievous Injury,2021,1,19,4,4,0,69.9,892,Functional,Absent,21.0
Agra,National Highway,Poor Road Condition,Minor Injury,2024,9,9,1,2,0,42.2,351,Non-Functional,Absent,29.2
Varanasi,Urban Arterial,Poor Road Condition,Fatal,2018,9,17,4,5,2,70.7,240,Non-Functional,Absent,7.9
Varanasi,National Highway,Poor Road Condition,Minor Injury,2023,4,19,2,4,0,71.0,246,Functional,Absent,8.9
Rajkot,Expressway,Animal on Road,Grievous Injury,2020,10,16,3,6,0,60.5,230,Non-Functional,Present,12.8
Kolkata,Coastal Road,Driver Fatigue,Grievous Injury,2023,5,14,2,2,0,111.1,303,Non-Functional,Absent,28.4
Kolkata,Coastal Road,Tyre Burst,Fatal,2023,3,20,3,6,3,49.7,63,Absent,Absent,24.9
Ranchi,Industrial Zone,Wrong-Side Driving,Minor Injury,2019,7,6,4,4,0,80.1,827,Non-Functional,Absent,9.7
Nashik,Urban Arterial,Over-speeding,Minor Injury,2020,5,3,3,3,0,81.7,406,Functional,Present,21.1
Allahabad,National Highway,Tyre Burst,Grievous Injury,2023,1,17,1,4,0,36.4,352,Non-Functional,Absent,17.4
Ranchi,Hill Road,Rain/Wet Road,Minor Injury,2018,10,1,4,6,0,92.2,422,Non-Functional,Present,16.2
Surat,Expressway,Overloaded Vehicle,Minor Injury,2024,9,5,2,2,0,60.5,871,Non-Functional,Absent,26.2
Mysuru,State Highway,Mobile Phone Use,Fatal,2020,10,7,2,5,0,40.8,126,Functional,Present,14.9
Kochi,Village Road,Fog/Low Visibility,Property Damage Only,2023,2,19,1,4,0,99.1,620,Absent,Absent,12.0
Kochi,Expressway,Driver Fatigue,Grievous Injury,2024,12,12,2,6,0,58.5,977,Non-Functional,Absent,30.1
Mumbai,State Highway,Pothole,Fatal,2021,4,20,1,3,3,54.1,686,Non-Functional,Present,19.0
Faridabad,State Highway,Rain/Wet Road,Property Damage Only,2020,9,16,1,0,0,53.4,686,Non-Functional,Present,15.4
Ghaziabad,National Highway,Over-speeding,Property Damage Only,2020,2,18,4,0,0,67.5,58,Absent,Absent,12.6
Kochi,National Highway,Drunk Driving,Property Damage Only,2024,10,12,3,5,0,68.2,541,Functional,Present,19.3
Indore,National Highway,Brake Failure,Property Damage Only,2019,9,12,4,5,0,48.6,313,Functional,Absent,17.2
Pune,Village Road,Pothole,Minor Injury,2024,10,14,2,2,0,82.9,320,Non-Functional,Absent,30.8
Kochi,National Highway,Signal Jumping,Property Damage Only,2020,4,21,1,2,0,90.6,652,Non-Functional,Absent,19.9
Nagpur,City Ring Road,Rain/Wet Road,Grievous Injury,2021,9,21,1,1,0,10.0,447,Functional,Absent,16.7
Guwahati,Village Road,Over-speeding,Fatal,2019,10,4,3,0,2,73.4,36,Functional,Present,16.9
Hyderabad,City Ring Road,Fog/Low Visibility,Grievous Injury,2023,3,11,3,6,0,44.1,477,Functional,Absent,13.0
Kanpur,Village Road,Brake Failure,Minor Injury,2018,12,1,4,6,0,79.0,423,Absent,Absent,14.9
Bhopal,State Highway,Overloaded Vehicle,Minor Injury,2024,3,22,1,5,0,39.0,708,Functional,Present,29.8
Jaipur,City Ring Road,Overloaded Vehicle,Grievous Injury,2020,5,2,4,4,0,109.4,868,Absent,Absent,12.1
Ranchi,State Highway,Pothole,Fatal,2023,3,8,2,2,1,42.0,786,Absent,Present,26.6
Faridabad,State Highway,Rain/Wet Road,Property Damage Only,2020,2,14,3,0,0,27.3,596,Functional,Present,4.4
Lucknow,National Highway,Pedestrian Jaywalking,Grievous Injury,2024,10,10,3,5,0,36.2,965,Functional,Absent,22.3
Surat,National Highway,Pothole,Grievous Injury,2020,4,16,4,2,0,69.3,473,Functional,Absent,12.9
Mysuru,Coastal Road,Signal Jumping,Minor Injury,2019,9,2,3,3,0,16.6,301,Absent,Absent,21.9
Delhi,Expressway,Wrong-Side Driving,Property Damage Only,2019,3,10,2,1,0,47.3,797,Absent,Absent,22.4
Jodhpur,State Highway,Overloaded Vehicle,Minor Injury,2019,11,0,2,2,0,67.8,196,Absent,Absent,4.0
Faridabad,Village Road,Signal Jumping,Fatal,2021,2,19,1,2,3,70.9,212,Absent,Absent,25.4
Kochi,Expressway,Tyre Burst,Property Damage Only,2021,1,8,3,0,0,73.1,273,Non-Functional,Absent,21.2
Guwahati,Hill Road,Pedestrian Jaywalking,Grievous Injury,2022,10,19,4,5,0,30.9,583,Non-Functional,Present,19.4
Agra,Coastal Road,Brake Failure,Property Damage Only,2020,2,13,4,4,0,59.0,916,Absent,Present,4.0
Patna,Village Road,Tyre Burst,Minor Injury,2021,7,6,3,6,0,39.3,605,Non-Functional,Absent,16.2
Visakhapatnam,Urban Arterial,Drunk Driving,Minor Injury,2018,12,15,4,2,0,59.9,573,Non-Functional,Present,7.2
Faridabad,National Highway,Rain/Wet Road,Minor Injury,2018,10,3,4,1,0,74.1,223,Functional,Absent,5.2
Coimbatore,City Ring Road,Rain/Wet Road,Property Damage Only,2022,8,1,4,4,0,73.4,882,Functional,Present,15.8
Nagpur,Urban Arterial,Pothole,Minor Injury,2023,10,23,2,3,0,88.2,919,Functional,Absent,20.0
Hyderabad,Expressway,Pothole,Grievous Injury,2018,8,19,1,4,0,43.8,813,Non-Functional,Absent,20.4
Delhi,State Highway,Brake Failure,Minor Injury,2024,6,4,1,2,0,60.2,334,Functional,Present,7.0
Coimbatore,National Highway,Wrong-Side Driving,Grievous Injury,2021,12,23,4,3,0,74.7,38,Functional,Present,11.5
Hyderabad,State Highway,Animal on Road,Grievous Injury,2019,10,6,1,0,0,56.3,450,Non-Functional,Absent,22.1
Kanpur,Coastal Road,Wrong-Side Driving,Fatal,2023,1,21,1,2,3,74.6,466,Absent,Absent,14.6
Patna,Coastal Road,Brake Failure,Minor Injury,2018,11,5,4,3,0,22.8,580,Functional,Absent,17.9
Chennai,State Highway,Mobile Phone Use,Minor Injury,2024,8,1,1,1,0,65.8,973,Functional,Absent,14.8
Nagpur,State Highway,Pedestrian Jaywalking,Fatal,2019,3,8,3,5,0,52.1,267,Absent,Absent,22.3
Jaipur,Industrial Zone,Tyre Burst,Minor Injury,2020,5,1,3,0,0,80.0,331,Absent,Present,13.8
Nashik,Coastal Road,Wrong-Side Driving,Fatal,2021,5,3,4,3,1,57.1,711,Non-Functional,Absent,36.1
Faridabad,National Highway,Tyre Burst,Fatal,2019,12,16,4,1,2,77.5,692,Functional,Absent,4.0
Coimbatore,Hill Road,Driver Fatigue,Minor Injury,2018,5,5,4,5,0,46.5,818,Non-Functional,Absent,7.6
Visakhapatnam,Village Road,Overloaded Vehicle,Minor Injury,2023,5,19,4,5,0,80.0,263,Absent,Absent,20.5
Rajkot,Coastal Road,Mobile Phone Use,Minor Injury,2024,11,8,4,3,0,48.3,231,Absent,Absent,20.9
Guwahati,City Ring Road,Fog/Low Visibility,Minor Injury,2021,7,7,1,1,0,44.6,312,Absent,Absent,19.3
Rajkot,Hill Road,Rain/Wet Road,Grievous Injury,2021,5,21,2,2,0,65.5,314,Non-Functional,Absent,14.5
Allahabad,Urban Arterial,Pothole,Property Damage Only,2021,10,6,2,5,0,29.1,89,Functional,Absent,18.5
Raipur,City Ring Road,Fog/Low Visibility,Grievous Injury,2023,1,8,1,3,0,58.3,552,Functional,Absent,30.1
Agra,Coastal Road,Animal on Road,Minor Injury,2020,1,0,2,5,0,49.2,530,Non-Functional,Absent,13.6
Faridabad,Expressway,Poor Road Condition,Grievous Injury,2024,10,3,1,1,0,96.4,165,Non-Functional,Present,13.7
Lucknow,Expressway,Mobile Phone Use,Property Damage Only,2019,11,18,4,0,0,78.5,945,Non-Functional,Absent,15.7
Lucknow,State Highway,Fog/Low Visibility,Fatal,2018,10,23,2,2,3,38.8,160,Absent,Absent,24.2
Ranchi,State Highway,Drunk Driving,Minor Injury,2022,3,23,2,3,0,62.0,593,Functional,Absent,15.8
Kanpur,Industrial Zone,Poor Road Condition,Minor Injury,2020,4,8,3,4,0,61.3,336,Non-Functional,Absent,32.9
Hyderabad,City Ring Road,Brake Failure,Fatal,2024,12,0,3,1,2,84.5,681,Functional,Present,20.8
Bengaluru,National Highway,Over-speeding,Minor Injury,2018,9,12,4,2,0,43.8,961,Functional,Present,16.1
Meerut,State Highway,Over-speeding,Minor Injury,2022,11,11,1,3,0,53.4,131,Absent,Present,19.8
Nashik,Expressway,Signal Jumping,Fatal,2023,3,14,4,5,1,75.9,826,Functional,Absent,28.6
Jaipur,National Highway,Brake Failure,Grievous Injury,2023,8,0,4,2,0,69.9,156,Non-Functional,Present,14.3
Guwahati,Expressway,Over-speeding,Property Damage Only,2019,5,14,2,1,0,44.6,256,Functional,Absent,4.0
Lucknow,Industrial Zone,Rain/Wet Road,Fatal,2018,11,5,2,0,3,40.2,796,Absent,Absent,30.0
Amritsar,Industrial Zone,Poor Road Condition,Property Damage Only,2020,6,12,4,1,0,91.8,514,Non-Functional,Present,30.6
Nagpur,City Ring Road,Mobile Phone Use,Grievous Injury,2020,5,23,4,1,0,66.6,531,Functional,Absent,18.1
Agra,State Highway,Fog/Low Visibility,Property Damage Only,2020,6,16,2,3,0,47.0,393,Functional,Absent,25.2
Chennai,National Highway,Rain/Wet Road,Property Damage Only,2019,3,17,1,1,0,52.3,168,Non-Functional,Absent,21.6
Nagpur,National Highway,Fog/Low Visibility,Property Damage Only,2018,10,6,1,2,0,53.6,978,Absent,Absent,13.8
Visakhapatnam,Expressway,Fog/Low Visibility,Minor Injury,2023,9,19,4,4,0,25.1,386,Absent,Absent,24.7
Patna,Hill Road,Pothole,Minor Injury,2023,8,5,4,1,0,72.1,634,Non-Functional,Absent,26.6
Allahabad,State Highway,Driver Fatigue,Property Damage Only,2019,2,4,4,4,0,68.3,160,Functional,Present,7.1
Visakhapatnam,Industrial Zone,Brake Failure,Fatal,2019,7,7,3,2,0,57.6,902,Functional,Absent,14.6
Lucknow,National Highway,Wrong-Side Driving,Minor Injury,2023,2,22,2,5,0,81.4,976,Non-Functional,Absent,28.3
Raipur,Expressway,Wrong-Side Driving,Grievous Injury,2018,5,14,1,1,0,66.0,259,Functional,Present,10.9
Indore,National Highway,Mobile Phone Use,Grievous Injury,2024,5,11,2,5,0,53.6,685,Absent,Absent,28.5
Rajkot,State Highway,Fog/Low Visibility,Minor Injury,2022,2,13,3,3,0,60.2,277,Functional,Present,9.5
Agra,Coastal Road,Drunk Driving,Grievous Injury,2023,11,18,2,6,0,41.6,190,Non-Functional,Absent,37.9
Allahabad,Expressway,Overloaded Vehicle,Grievous Injury,2020,2,22,2,0,0,60.5,942,Functional,Absent,23.7
Nagpur,State Highway,Overloaded Vehicle,Minor Injury,2023,4,3,2,0,0,108.4,285,Functional,Absent,23.3
Lucknow,Village Road,Driver Fatigue,Minor Injury,2020,5,17,1,1,0,49.8,228,Non-Functional,Present,23.5
Jodhpur,City Ring Road,Wrong-Side Driving,Minor Injury,2022,9,6,2,2,0,57.7,514,Absent,Present,25.4
Amritsar,Hill Road,Signal Jumping,Grievous Injury,2019,5,20,1,0,0,27.7,364,Functional,Absent,17.5
Mumbai,Industrial Zone,Wrong-Side Driving,Minor Injury,2023,2,9,4,5,0,28.0,950,Functional,Absent,4.0
Bhopal,Industrial Zone,Fog/Low Visibility,Fatal,2024,4,18,1,3,3,39.7,245,Functional,Present,6.9
Ranchi,City Ring Road,Mobile Phone Use,Fatal,2018,4,11,4,1,3,66.8,834,Functional,Absent,19.7
Kanpur,Industrial Zone,Drunk Driving,Grievous Injury,2022,8,22,3,0,0,73.8,672,Functional,Present,11.1
Indore,Village Road,Tyre Burst,Property Damage Only,2021,6,13,3,3,0,55.4,948,Functional,Present,19.4
Meerut,National Highway,Pedestrian Jaywalking,Grievous Injury,2021,6,13,1,1,0,72.1,60,Functional,Absent,24.3
Visakhapatnam,Village Road,Over-speeding,Grievous Injury,2021,5,14,4,0,0,98.7,769,Functional,Present,17.0
Jaipur,Hill Road,Mobile Phone Use,Minor Injury,2021,9,2,3,5,0,34.3,492,Non-Functional,Absent,4.3
Guwahati,National Highway,Brake Failure,Minor Injury,2019,12,22,1,2,0,66.8,940,Absent,Absent,4.0
Jodhpur,Industrial Zone,Rain/Wet Road,Grievous Injury,2020,12,11,3,4,0,30.0,318,Non-Functional,Absent,27.6
Jodhpur,Expressway,Signal Jumping,Minor Injury,2018,10,13,3,6,0,62.2,968,Absent,Absent,11.0
Hyderabad,Expressway,Pothole,Property Damage Only,2020,11,0,1,0,0,54.8,809,Non-Functional,Absent,17.4
Bengaluru,Village Road,Mobile Phone Use,Fatal,2022,7,8,3,5,1,60.0,944,Functional,Present,12.4
Jaipur,National Highway,Wrong-Side Driving,Property Damage Only,2020,4,4,4,5,0,51.1,868,Functional,Absent,21.3
Patna,Hill Road,Wrong-Side Driving,Fatal,2024,6,21,4,4,2,46.4,796,Functional,Present,25.3
Chennai,Industrial Zone,Poor Road Condition,Minor Injury,2020,10,13,1,0,0,51.1,216,Functional,Present,36.2
Visakhapatnam,Village Road,Poor Road Condition,Property Damage Only,2021,7,9,1,0,0,34.4,122,Functional,Present,23.8
Lucknow,Industrial Zone,Mobile Phone Use,Fatal,2022,6,19,1,1,2,64.8,523,Non-Functional,Absent,18.9
Allahabad,Expressway,Wrong-Side Driving,Fatal,2021,10,16,4,1,2,87.2,37,Functional,Present,12.0
Ahmedabad,Village Road,Driver Fatigue,Fatal,2018,9,14,4,4,3,20.2,390,Non-Functional,Absent,4.0
Allahabad,City Ring Road,Poor Road Condition,Minor Injury,2023,9,22,2,0,0,79.6,694,Functional,Absent,16.5
Jodhpur,National Highway,Pedestrian Jaywalking,Minor Injury,2022,1,9,2,3,0,77.0,273,Absent,Present,19.8
Jodhpur,Urban Arterial,Wrong-Side Driving,Fatal,2018,6,22,4,3,0,53.5,964,Non-Functional,Present,29.1
Hyderabad,Industrial Zone,Brake Failure,Fatal,2024,2,5,4,2,1,48.0,369,Functional,Absent,7.9
Agra,Urban Arterial,Pedestrian Jaywalking,Property Damage Only,2022,6,22,2,6,0,56.7,21,Functional,Absent,14.4
Ranchi,Expressway,Overloaded Vehicle,Minor Injury,2019,8,1,4,4,0,76.6,188,Functional,Present,16.5
Kanpur,Hill Road,Rain/Wet Road,Property Damage Only,2018,11,18,1,4,0,35.4,504,Functional,Present,5.6
Pune,City Ring Road,Poor Road Condition,Grievous Injury,2020,2,13,4,1,0,76.8,307,Functional,Absent,15.2
Amritsar,Expressway,Brake Failure,Minor Injury,2018,9,18,2,2,0,59.9,227,Absent,Present,4.0
Guwahati,Coastal Road,Animal on Road,Minor Injury,2023,8,6,2,4,0,62.3,625,Absent,Present,13.1
Surat,National Highway,Rain/Wet Road,Grievous Injury,2021,9,14,4,1,0,58.8,993,Absent,Present,5.3
Lucknow,Hill Road,Tyre Burst,Minor Injury,2022,10,15,4,3,0,18.0,240,Absent,Absent,27.2
Kanpur,National Highway,Drunk Driving,Minor Injury,2023,1,16,4,6,0,37.6,768,Non-Functional,Absent,24.5
Coimbatore,Hill Road,Rain/Wet Road,Minor Injury,2024,9,17,1,2,0,48.8,795,Functional,Present,11.1
Nashik,Expressway,Pedestrian Jaywalking,Fatal,2021,10,5,4,2,3,10.0,686,Non-Functional,Absent,13.9
Meerut,Village Road,Fog/Low Visibility,Grievous Injury,2021,2,7,1,5,0,48.7,567,Absent,Present,14.7
Jaipur,National Highway,Mobile Phone Use,Minor Injury,2023,8,15,1,4,0,35.3,839,Functional,Absent,18.4
Pune,Expressway,Pedestrian Jaywalking,Grievous Injury,2021,10,14,1,2,0,76.1,23,Functional,Absent,14.5
Patna,Hill Road,Brake Failure,Minor Injury,2022,9,2,2,1,0,55.2,131,Functional,Present,14.8
Bengaluru,National Highway,Fog/Low Visibility,Minor Injury,2024,6,22,1,1,0,67.8,473,Functional,Absent,11.6
Chandigarh,State Highway,Poor Road Condition,Minor Injury,2020,5,10,1,1,0,31.8,784,Absent,Absent,21.7
Bhopal,State Highway,Drunk Driving,Property Damage Only,2024,7,8,3,4,0,54.0,128,Absent,Present,21.5
Kochi,Village Road,Signal Jumping,Property Damage Only,2019,2,8,1,4,0,49.0,629,Absent,Present,18.6
Amritsar,State Highway,Wrong-Side Driving,Minor Injury,2023,12,18,3,3,0,74.6,397,Non-Functional,Absent,19.5
Jaipur,Industrial Zone,Wrong-Side Driving,Minor Injury,2020,9,0,3,6,0,31.8,613,Absent,Absent,23.4
Guwahati,Hill Road,Signal Jumping,Fatal,2018,12,22,3,6,3,31.6,361,Non-Functional,Absent,4.0
Visakhapatnam,Coastal Road,Brake Failure,Property Damage Only,2023,4,21,2,0,0,38.2,977,Functional,Absent,32.7
Jaipur,State Highway,Drunk Driving,Minor Injury,2023,12,17,4,0,0,67.0,310,Functional,Absent,19.7
Allahabad,City Ring Road,Rain/Wet Road,Property Damage Only,2019,10,17,3,6,0,67.4,192,Functional,Absent,29.7
Agra,Industrial Zone,Fog/Low Visibility,Minor Injury,2023,5,12,1,3,0,58.3,296,Functional,Present,15.5
Pune,City Ring Road,Poor Road Condition,Fatal,2023,9,1,1,4,2,60.8,389,Absent,Absent,16.2
Indore,Expressway,Brake Failure,Property Damage Only,2018,4,3,4,3,0,50.7,850,Non-Functional,Absent,32.8
Bengaluru,Expressway,Poor Road Condition,Grievous Injury,2019,11,4,1,0,0,59.2,451,Absent,Present,17.9
Meerut,Urban Arterial,Mobile Phone Use,Grievous Injury,2024,4,22,1,3,0,65.7,681,Absent,Present,4.0
Bengaluru,Village Road,Overloaded Vehicle,Grievous Injury,2023,2,20,1,6,0,32.2,909,Functional,Absent,9.7
Pune,City Ring Road,Pedestrian Jaywalking,Minor Injury,2023,4,12,3,5,0,61.1,494,Functional,Absent,37.1
Visakhapatnam,Urban Arterial,Fog/Low Visibility,Minor Injury,2020,1,23,2,5,0,45.2,255,Functional,Present,21.4
Jaipur,Urban Arterial,Tyre Burst,Minor Injury,2023,9,7,1,6,0,53.0,759,Functional,Absent,18.4
Chandigarh,Urban Arterial,Brake Failure,Minor Injury,2024,11,10,2,5,0,42.3,204,Absent,Present,13.6
Kolkata,City Ring Road,Brake Failure,Minor Injury,2018,8,7,4,0,0,41.9,272,Functional,Absent,16.2
Varanasi,City Ring Road,Driver Fatigue,Fatal,2021,1,11,1,3,0,74.6,657,Functional,Absent,22.5
Mumbai,Coastal Road,Wrong-Side Driving,Grievous Injury,2018,8,15,4,1,0,43.7,788,Functional,Absent,22.5
Pune,Expressway,Animal on Road,Property Damage Only,2024,1,0,2,3,0,68.5,747,Functional,Present,24.0
Kochi,City Ring Road,Pothole,Fatal,2018,5,10,1,2,2,51.5,449,Functional,Absent,25.4
Kolkata,Urban Arterial,Signal Jumping,Minor Injury,2024,5,13,3,1,0,61.5,521,Non-Functional,Present,24.4
Nashik,Hill Road,Drunk Driving,Minor Injury,2018,4,3,2,2,0,55.0,177,Functional,Present,14.5
Visakhapatnam,City Ring Road,Pothole,Property Damage Only,2024,3,15,2,0,0,49.3,924,Functional,Present,5.0
Varanasi,Coastal Road,Tyre Burst,Minor Injury,2020,7,6,1,4,0,73.5,379,Absent,Absent,17.7
Kanpur,Expressway,Tyre Burst,Minor Injury,2021,11,5,2,6,0,57.4,926,Functional,Present,15.3
Nagpur,Expressway,Fog/Low Visibility,Grievous Injury,2022,1,16,3,1,0,57.7,201,Non-Functional,Absent,31.3
Hyderabad,City Ring Road,Wrong-Side Driving,Minor Injury,2022,1,17,4,3,0,67.4,52,Non-Functional,Present,5.3
Faridabad,National Highway,Pothole,Grievous Injury,2022,1,4,3,5,0,51.5,736,Non-Functional,Absent,28.8
Delhi,State Highway,Pedestrian Jaywalking,Property Damage Only,2023,5,1,3,5,0,41.9,346,Non-Functional,Absent,25.0
Chennai,Hill Road,Mobile Phone Use,Grievous Injury,2021,6,16,4,5,0,68.2,700,Functional,Absent,25.2
Kochi,Village Road,Animal on Road,Property Damage Only,2019,4,0,4,3,0,58.6,405,Functional,Present,29.6
Delhi,Coastal Road,Poor Road Condition,Minor Injury,2024,12,4,4,5,0,75.5,934,Functional,Present,16.7
Coimbatore,Coastal Road,Animal on Road,Minor Injury,2019,12,19,1,2,0,42.3,973,Non-Functional,Absent,26.8
Faridabad,Urban Arterial,Animal on Road,Minor Injury,2019,11,11,4,0,0,40.6,988,Functional,Present,37.2
Delhi,Expressway,Wrong-Side Driving,Minor Injury,2022,8,23,3,0,0,67.8,360,Absent,Present,18.4
Kanpur,Industrial Zone,Signal Jumping,Grievous Injury,2021,1,19,2,0,0,66.9,148,Functional,Present,14.9
Meerut,Urban Arterial,Drunk Driving,Grievous Injury,2018,4,19,3,4,0,46.5,178,Absent,Present,16.0
Amritsar,Village Road,Over-speeding,Minor Injury,2023,3,14,2,1,0,24.3,285,Functional,Present,12.5
Ranchi,Expressway,Animal on Road,Minor Injury,2024,11,4,2,4,0,37.8,458,Absent,Absent,24.2
Varanasi,National Highway,Pothole,Minor Injury,2018,1,13,4,4,0,22.0,170,Non-Functional,Present,7.9
Ranchi,National Highway,Fog/Low Visibility,Grievous Injury,2023,8,13,3,6,0,20.6,488,Absent,Absent,8.9
Chandigarh,Village Road,Brake Failure,Minor Injury,2019,7,10,4,2,0,55.6,412,Functional,Absent,31.8
Bhopal,Hill Road,Drunk Driving,Grievous Injury,2018,2,20,4,4,0,10.0,719,Absent,Absent,17.1
Nashik,Village Road,Pedestrian Jaywalking,Minor Injury,2020,11,1,4,0,0,58.8,733,Non-Functional,Absent,22.1
Rajkot,Village Road,Signal Jumping,Property Damage Only,2024,8,9,2,5,0,50.6,970,Non-Functional,Absent,15.7
Coimbatore,Coastal Road,Drunk Driving,Fatal,2018,12,6,4,2,1,92.1,946,Functional,Absent,20.5
Mysuru,State Highway,Mobile Phone Use,Minor Injury,2023,6,12,3,3,0,73.7,933,Absent,Absent,29.8
Kochi,Village Road,Tyre Burst,Fatal,2019,5,12,1,2,2,64.5,539,Functional,Absent,15.2
Nashik,State Highway,Wrong-Side Driving,Grievous Injury,2020,6,22,2,3,0,12.2,161,Functional,Absent,17.0
Bengaluru,Coastal Road,Over-speeding,Minor Injury,2022,11,1,4,4,0,50.9,655,Functional,Absent,20.0
Faridabad,Village Road,Overloaded Vehicle,Property Damage Only,2024,6,1,3,5,0,62.0,433,Non-Functional,Absent,12.0
Agra,Hill Road,Wrong-Side Driving,Minor Injury,2019,8,8,2,5,0,78.5,734,Functional,Present,26.0
Nagpur,National Highway,Overloaded Vehicle,Minor Injury,2022,4,18,3,2,0,60.8,231,Functional,Absent,6.6
Guwahati,Urban Arterial,Brake Failure,Property Damage Only,2018,2,23,2,1,0,25.5,664,Absent,Present,12.2
Jodhpur,State Highway,Over-speeding,Property Damage Only,2024,11,14,2,3,0,76.9,468,Non-Functional,Present,8.9
Mysuru,Village Road,Tyre Burst,Fatal,2020,11,6,2,6,3,33.3,761,Functional,Present,4.0
Kanpur,Urban Arterial,Fog/Low Visibility,Grievous Injury,2018,3,15,4,4,0,48.4,252,Functional,Absent,21.8
Amritsar,Expressway,Over-speeding,Fatal,2021,1,22,2,5,3,52.5,555,Functional,Absent,19.5
Mysuru,State Highway,Pothole,Property Damage Only,2020,8,0,2,3,0,50.9,315,Functional,Absent,23.9
Kanpur,City Ring Road,Animal on Road,Minor Injury,2023,10,14,2,0,0,60.8,784,Functional,Absent,4.0
Kanpur,Industrial Zone,Signal Jumping,Minor Injury,2024,10,8,1,4,0,70.2,348,Functional,Absent,8.2
Allahabad,Urban Arterial,Mobile Phone Use,Grievous Injury,2022,3,3,1,2,0,10.0,579,Functional,Absent,16.3
Ranchi,Urban Arterial,Animal on Road,Minor Injury,2020,2,0,4,5,0,30.5,63,Functional,Present,15.2
Raipur,Village Road,Mobile Phone Use,Property Damage Only,2022,3,15,1,4,0,49.0,304,Functional,Absent,7.5
Allahabad,Village Road,Drunk Driving,Minor Injury,2020,2,23,2,1,0,45.2,727,Non-Functional,Absent,4.0
Hyderabad,City Ring Road,Driver Fatigue,Grievous Injury,2019,12,5,4,3,0,71.1,196,Functional,Present,37.3
Jodhpur,National Highway,Animal on Road,Minor Injury,2020,6,2,4,4,0,32.8,849,Absent,Present,17.6
Allahabad,National Highway,Pothole,Minor Injury,2021,9,21,1,1,0,27.8,250,Absent,Absent,27.4
Mysuru,National Highway,Tyre Burst,Minor Injury,2019,5,22,2,5,0,16.0,972,Functional,Absent,24.7
Nashik,City Ring Road,Fog/Low Visibility,Minor Injury,2018,5,13,4,3,0,52.8,211,Absent,Absent,43.2
Amritsar,Hill Road,Poor Road Condition,Grievous Injury,2020,4,23,4,1,0,31.7,248,Functional,Present,16.5
Guwahati,Industrial Zone,Animal on Road,Grievous Injury,2021,11,10,4,6,0,57.9,632,Functional,Absent,10.9
Meerut,State Highway,Overloaded Vehicle,Minor Injury,2018,7,2,4,4,0,73.1,792,Functional,Absent,31.1
Ghaziabad,Coastal Road,Animal on Road,Property Damage Only,2022,7,20,1,2,0,93.0,661,Non-Functional,Absent,9.2
Meerut,Hill Road,Over-speeding,Grievous Injury,2019,6,13,2,0,0,54.0,640,Non-Functional,Absent,19.8
Mumbai,Village Road,Poor Road Condition,Minor Injury,2021,9,4,3,5,0,39.3,307,Functional,Absent,19.5
Allahabad,Industrial Zone,Pedestrian Jaywalking,Fatal,2019,9,11,3,3,0,69.6,365,Functional,Present,4.0
Chandigarh,Urban Arterial,Wrong-Side Driving,Fatal,2023,12,10,2,4,0,57.5,120,Functional,Present,18.4
